STT,Ký hiệumẫu số,Ký hiệuhóa đơn,Số hóa đơn,Ngày lập,Thông tin người bán,Tổng tiềnchưa thuế,Tổng tiền thuế,Tổng tiềnchiết khấuthương mại,Tổng tiền phí,Tổng tiềnthanh toán,Đơn vịtiền tệ,Trạng tháihóa đơn,Kết quảkiểm tra hóa đơn,Hóa đơn liên quan,Thông tin liên quan
1,1,C24TAA,67,19/12/2024,"MST người bán: 0311173372
Tên người bán: CÔNG TY TRÁCH NHIỆM HỮU HẠN CÔNG NGHỆ PHÁT TRIỂN MỚI",61.500.000,4.920.000,0,,66.420.000,VND,Hóa đơn mới,Đã cấp mã hóa đơn,Xem danh sách hóa đơn,Thông tin liên quan
